Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P90859	HRDL1_CAEEL	reviewed	E3 ubiquitin-protein ligase hrd-like protein 1	hrdl-1 F26E4.11	Caenorhabditis elegans	564
P34328	HSP10_CAEEL	reviewed	Heat shock protein Hsp-12.2	hsp-12.2 hsp12-2 C14B9.1	Caenorhabditis elegans	110
P34696	HSP11_CAEEL	reviewed	Heat shock protein Hsp-16.1/Hsp-16.11	hsp-16.1 hsp16-1b T27E4.8; hsp-16.11 hsp16-1a T27E4.2	Caenorhabditis elegans	145
P06582	HSP12_CAEEL	reviewed	Heat shock protein Hsp-16.2	hsp-16.2 hsp16-2 Y46H3A.3	Caenorhabditis elegans	145
P06581	HSP16_CAEEL	reviewed	Heat shock protein Hsp-16.41	hsp-16.41 hsp16-41 Y46H3A.2	Caenorhabditis elegans	143
P02513	HSP17_CAEEL	reviewed	Heat shock protein Hsp-16.48/Hsp-16.49	hsp-16.48 hsp16-48 hsp16-48a T27E4.3; hsp-16.49 hsp16-48b hsp16-49 T27E4.9	Caenorhabditis elegans	143
P09446	HSP7A_CAEEL	reviewed	Heat shock 70 kDa protein A	hsp-1 hsp70a F26D10.3	Caenorhabditis elegans	640
P27420	HSP7C_CAEEL	reviewed	Heat shock 70 kDa protein C	hsp-3 hsp70c C15H9.6	Caenorhabditis elegans	661
P11141	HSP7F_CAEEL	reviewed	Heat shock 70 kDa protein F, mitochondrial	hsp-6 hsp70f C37H5.8	Caenorhabditis elegans	657
P20163	HSP7D_CAEEL	reviewed	Heat shock 70 kDa protein D	hsp-4 hsp70d F43E2.8	Caenorhabditis elegans	657
Q18688	HSP90_CAEEL	reviewed	Heat shock protein 90 (Abnormal dauer formation protein 21)	daf-21 C47E8.5	Caenorhabditis elegans	702
O17645	HST2_CAEEL	reviewed	Heparan sulfate 2-O-sulfotransferase hst-2 (Heparan sulfotransferase 2) (EC 2.8.2.-) (HS2ST1 homolog)	hst-2 C34F6.4	Caenorhabditis elegans	324
P91443	HUM6_CAEEL	reviewed	Unconventional myosin heavy chain 6	hum-6 T10H10.1	Caenorhabditis elegans	2098
Q20502	HUTH1_CAEEL	reviewed	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	haly-1 F47B10.2	Caenorhabditis elegans	677
Q9NAE2	HUTU_CAEEL	reviewed	Probable urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	Y51H4A.7	Caenorhabditis elegans	670
Q11185	HYI_CAEEL	reviewed	Putative hydroxypyruvate isomerase (EC 5.3.1.22)	C05D11.5	Caenorhabditis elegans	262
Q7Z139	HYL2_CAEEL	reviewed	Ceramide synthase hyl-2 (EC 2.3.1.24)	hyl-2 K02G10.6	Caenorhabditis elegans	329
G5ED45	HYL1_CAEEL	reviewed	Ceramide synthase hyl-1 (EC 2.3.1.24)	hyl-1 C09G4.1	Caenorhabditis elegans	368
P34370	I5P2_CAEEL	reviewed	Inositol polyphosphate 5-phosphatase (EC 3.1.3.-) (Ciliary localization protein 1)	cil-1 C50C3.7	Caenorhabditis elegans	398
Q17848	I5P1_CAEEL	reviewed	Probable type I inositol 1,4,5-trisphosphate 5-phosphatase (5PTase) (EC 3.1.3.56)	ipp-5 C09B8.1	Caenorhabditis elegans	409
Q9XVN3	IASPP_CAEEL	reviewed	Apoptotic enhancer 1 protein (Ce-iASPP) (Inhibitor member of the ASPP family) (Protein iASPP)	ape-1 F46F3.4	Caenorhabditis elegans	769
Q93714	IDH3A_CAEEL	reviewed	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)	idha-1 F43G9.1	Caenorhabditis elegans	358
Q93353	IDH3B_CAEEL	reviewed	Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	idhb-1 C37E2.1	Caenorhabditis elegans	379
Q21230	IF2B_CAEEL	reviewed	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta)	K04G2.1	Caenorhabditis elegans	250
P27639	IF4A_CAEEL	reviewed	Eukaryotic initiation factor 4A (eIF-4A) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A) (Initiation factor 1)	inf-1 F57B9.6	Caenorhabditis elegans	402
O45551	IF4E1_CAEEL	reviewed	Eukaryotic translation initiation factor 4E-1 (eIF-4E-1) (eIF4E-1) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-1 F53A2.6	Caenorhabditis elegans	212
Q21693	IF4E2_CAEEL	reviewed	Eukaryotic translation initiation factor 4E-2 (eIF-4E-2) (eIF4E-2) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-2 R04A9.4	Caenorhabditis elegans	228
O61955	IF4E3_CAEEL	reviewed	Eukaryotic translation initiation factor 4E-3 (eIF-4E-3) (eIF4E-3) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-3 B0348.6	Caenorhabditis elegans	251
P56570	IF4E5_CAEEL	reviewed	Eukaryotic translation initiation factor 4E-5 (eIF-4E-5) (eIF4E-5) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-5 Y57A10A.30	Caenorhabditis elegans	201
Q22888	IF4E4_CAEEL	reviewed	Eukaryotic translation initiation factor 4E-4 (eIF-4E-4) (eIF4E-4) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-4 C05D9.5	Caenorhabditis elegans	212
P34563	IF5A1_CAEEL	reviewed	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (Initiation factor five protein 1)	iff-1 T05G5.10	Caenorhabditis elegans	161
Q20751	IF5A2_CAEEL	reviewed	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (Initiation factor five protein 2)	iff-2 F54C9.1	Caenorhabditis elegans	161
Q22918	IF5_CAEEL	reviewed	Eukaryotic translation initiation factor 5 (eIF-5)	C37C3.2	Caenorhabditis elegans	436
O62106	IF6_CAEEL	reviewed	Eukaryotic translation initiation factor 6 (eIF-6)	eif-6 C47B2.5	Caenorhabditis elegans	246
P90901	IFA1_CAEEL	reviewed	Intermediate filament protein ifa-1 (Cel IF A1) (Intermediate filament protein A1) (IF-A1)	ifa-1 F38B2.1	Caenorhabditis elegans	575
O02365	IFA2_CAEEL	reviewed	Intermediate filament protein ifa-2 (Cel IF A2) (Intermediate filament protein A2) (IF-A2)	ifa-2 mua-6 W10G6.3	Caenorhabditis elegans	581
Q21065	IFA3_CAEEL	reviewed	Intermediate filament protein ifa-3 (Cel IF A3) (Intermediate filament protein A3) (IF-A3)	ifa-3 F52E10.5	Caenorhabditis elegans	581
P90900	IFA4_CAEEL	reviewed	Intermediate filament protein ifa-4 (Cel IF A4) (Intermediate filament protein A4) (IF-A4)	ifa-4 K05B2.3	Caenorhabditis elegans	575
Q19286	IFB2_CAEEL	reviewed	Intermediate filament protein ifb-2 (Cel IF B2) (Intermediate filament protein B2) (IF-B2)	ifb-2 F10C1.7	Caenorhabditis elegans	543
O45168	IFC1_CAEEL	reviewed	Intermediate filament protein ifc-1 (Cel IF C1) (Intermediate filament protein C1) (IF-C1)	ifc-1 F37B4.2	Caenorhabditis elegans	500
Q86DC6	IFD1_CAEEL	reviewed	Intermediate filament protein ifd-1 (Cel IF D1) (Intermediate filament protein D1) (IF-D1)	ifd-1 R04E5.10	Caenorhabditis elegans	575
Q19782	IFD2_CAEEL	reviewed	Intermediate filament protein ifd-2 (Cel IF D2) (Intermediate filament protein D2) (IF-D2)	ifd-2 F25E2.4	Caenorhabditis elegans	443
Q20898	IFET1_CAEEL	reviewed	Translational repressor ifet-1 (Spindle orientation defective protein 2)	ifet-1 spn-2 F56F3.1	Caenorhabditis elegans	761
Q19289	IFB1_CAEEL	reviewed	Intermediate filament protein ifb-1 (Cel IF B1) (Intermediate filament protein B1) (IF-B1)	ifb-1 F10C1.2	Caenorhabditis elegans	589
Q21067	IFC2_CAEEL	reviewed	Intermediate filament protein ifc-2 (Cel IF C2) (Intermediate filament protein C2) (IF-C2)	ifc-2 M6.1	Caenorhabditis elegans	622
Q09501	IFP1_CAEEL	reviewed	Intermediate filament protein ifp-1 (Cel IF E1) (Intermediate filament protein E1) (IF-E1)	ifp-1 C43C3.1	Caenorhabditis elegans	776
Q9XUC2	IFT22_CAEEL	reviewed	Intraflagellar transport associated protein 2	ifta-2 CELE_T28F3.6 T28F3.6	Caenorhabditis elegans	252
Q95QT8	IFT56_CAEEL	reviewed	Intraflagellar transport protein 56 homolog (Abnormal dye filling protein 13)	dyf-13 C27H5.7	Caenorhabditis elegans	574
P34595	IGLR2_CAEEL	reviewed	Immunoglobulin domain and leucine-rich repeat-containing protein 2	iglr-2 ZC262.3	Caenorhabditis elegans	773
P32742	IKKE1_CAEEL	reviewed	Inhibitor of nuclear factor kappa-B kinase epsilon subunit homolog 1 (EC 2.7.11.1)	ikke-1 R107.3 R107.4	Caenorhabditis elegans	820
Q21507	ILA1_CAEEL	reviewed	Probable insulin-like peptide alpha-type 1	ins-21 M04D8.1	Caenorhabditis elegans	76
P56174	ILB5_CAEEL	reviewed	Probable insulin-like peptide beta-type 5	ins-6 ZK84.6	Caenorhabditis elegans	112
Q09626	ILB1_CAEEL	reviewed	Probable insulin-like peptide beta-type 1	ins-4 ZK75.1	Caenorhabditis elegans	106
Q09627	ILB2_CAEEL	reviewed	Probable insulin-like peptide beta-type 2	ins-2 ZK75.2	Caenorhabditis elegans	106
P56173	ILB6_CAEEL	reviewed	Putative insulin-like peptide beta-type 6	ins-5 ZK84.3	Caenorhabditis elegans	100
Q21506	ILA3_CAEEL	reviewed	Probable insulin-like peptide alpha-type 3	ins-23 M04D8.3	Caenorhabditis elegans	76
Q23430	ILB4_CAEEL	reviewed	Probable insulin-like peptide beta-type 4	ins-7 ZK1251.2	Caenorhabditis elegans	105
Q21508	ILA2_CAEEL	reviewed	Probable insulin-like peptide alpha-type 2	ins-22 M04D8.2	Caenorhabditis elegans	83
Q09628	ILB3_CAEEL	reviewed	Probable insulin-like peptide beta-type 3	ins-3 ZK75.3	Caenorhabditis elegans	107
Q18060	ILG1_CAEEL	reviewed	Probable insulin-like peptide gamma-type 1 (Ceinsulin-3) [Cleaved into: B-chain-like peptide; A-chain-like peptide]	ins-11 C17C3.4	Caenorhabditis elegans	91
O61856	ILVBL_CAEEL	reviewed	Acetolactate synthase-like protein (EC 2.2.1.-) (IlvB-like protein)	T26C12.1	Caenorhabditis elegans	640
Q22560	IMA1_CAEEL	reviewed	Importin subunit alpha-1 (Karyopherin subunit alpha-1)	ima-1 T19B10.7	Caenorhabditis elegans	524
P91276	IMA2_CAEEL	reviewed	Importin subunit alpha-2 (Karyopherin subunit alpha-2)	ima-2 F26B1.3	Caenorhabditis elegans	531
Q19969	IMA3_CAEEL	reviewed	Importin subunit alpha-3 (Karyopherin subunit alpha-3)	ima-3 F32E10.4	Caenorhabditis elegans	514
Q9GZH3	IMDH_CAEEL	reviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	T22D1.3	Caenorhabditis elegans	534
P49049	IMP2_CAEEL	reviewed	Intramembrane protease 2 (EC 3.4.23.-)	imp-2 T05E11.5	Caenorhabditis elegans	468
Q19420	IMPA1_CAEEL	reviewed	Inositol monophosphatase ttx-7 (IMP) (IMPase) (EC 3.1.3.25) (Abnormal thermotaxis protein 7) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase)	ttx-7 F13G3.5	Caenorhabditis elegans	285
Q9XWF4	IMPCT_CAEEL	reviewed	Protein IMPACT homolog	Y52B11A.2	Caenorhabditis elegans	257
Q03600	INA1_CAEEL	reviewed	Integrin alpha ina-1	ina-1 F54G8.3	Caenorhabditis elegans	1139
Q968Y9	INSR_CAEEL	reviewed	Insulin-like receptor (IR) (EC 2.7.10.1) (Abnormal dauer formation protein 2) [Cleaved into: Insulin-like receptor subunit alpha; Insulin-like receptor subunit beta]	daf-2 Y55D5A.5	Caenorhabditis elegans	1846
O01634	INX12_CAEEL	reviewed	Innexin-12 (Protein opu-12)	inx-12 opu-12 ZK770.3	Caenorhabditis elegans	408
O61787	INX16_CAEEL	reviewed	Innexin-16 (Protein opu-16)	inx-16 opu-16 R12E2.5	Caenorhabditis elegans	372
Q23157	INX11_CAEEL	reviewed	Innexin-11 (Protein opu-11)	inx-11 opu-11 W04D2.3	Caenorhabditis elegans	465
Q22549	INX10_CAEEL	reviewed	Innexin-10 (Protein opu-10)	inx-10 opu-10 T18H9.5	Caenorhabditis elegans	559
O61788	INX17_CAEEL	reviewed	Innexin-17 (Gap junction innexin) (Protein opu-17)	inx-17 opu-17 R12E2.4	Caenorhabditis elegans	362
O62136	INX14_CAEEL	reviewed	Innexin-14 (Protein opu-14)	inx-14 opu-14 F07A5.1	Caenorhabditis elegans	434
Q9U3K5	INX2_CAEEL	reviewed	Innexin-2 (Protein opu-2)	inx-2 opu-2 F08G12.10	Caenorhabditis elegans	419
O61715	INX19_CAEEL	reviewed	Innexin-19 (Neuronal symmetry protein 5) (Protein opu-19)	inx-19 nsy-5 opu-19 T16H5.1	Caenorhabditis elegans	454
Q19746	INX3_CAEEL	reviewed	Innexin-3 (Protein opu-3)	inx-3 opu-3 F22F4.2	Caenorhabditis elegans	420
Q9U3N4	INX6_CAEEL	reviewed	Innexin-6 (Protein opu-6)	inx-6 opu-6 C36H8.2	Caenorhabditis elegans	389
Q21123	INX7_CAEEL	reviewed	Innexin-7 (Protein opu-7)	inx-7 opu-7 K02B2.4	Caenorhabditis elegans	556
Q23027	INX5_CAEEL	reviewed	Innexin-5 (Protein opu-5)	inx-5 opu-5 R09F10.4	Caenorhabditis elegans	447
Q23593	INX8_CAEEL	reviewed	Innexin-8 (Protein opu-8)	inx-8 opu-8 ZK792.2	Caenorhabditis elegans	382
Q18680	IPYR_CAEEL	reviewed	Probable inorganic pyrophosphatase 1 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	pyp-1 uba-1 C47E12.4	Caenorhabditis elegans	428
Q09499	IRE1_CAEEL	reviewed	Serine/threonine-protein kinase/endoribonuclease ire-1 (Inositol-requiring protein 2) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]	ire-1 C41C4.4	Caenorhabditis elegans	967
P52192	IRK1_CAEEL	reviewed	Inward rectifier potassium channel irk-1	irk-1 irk-4 R03E9.4	Caenorhabditis elegans	544
Q03599	IRL34_CAEEL	reviewed	Protein irld-34	irld-34 F54G8.1	Caenorhabditis elegans	397
Q93348	IRX_CAEEL	reviewed	Putative iroquois-class homeodomain protein irx-1	irx-1 C36F7.1	Caenorhabditis elegans	377
P41877	ISW1_CAEEL	reviewed	Chromatin-remodeling complex ATPase chain isw-1 (EC 3.6.4.-) (Nucleosome-remodeling factor subunit isw-1)	isw-1 F37A4.8	Caenorhabditis elegans	1009
Q9GYK2	ITBL_CAEEL	reviewed	Uncharacterized integrin beta-like protein C05D9.3	C05D9.3	Caenorhabditis elegans	423
Q9GYG4	ITPA_CAEEL	reviewed	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	hap-1 ZC395.7	Caenorhabditis elegans	184
Q9Y0A1	ITPR_CAEEL	reviewed	Inositol 1,4,5-trisphosphate receptor itr-1 (IP3 receptor) (IP3R) (InsP3R) (LET-23 fertility effector 1)	itr-1 dec-4 lfe-1 F33D4.2	Caenorhabditis elegans	2892
P34275	IVD_CAEEL	reviewed	Probable acyl-CoA dehydrogenase 6 (Probable isovaleryl-CoA dehydrogenase) (IVD) (EC 1.3.8.4)	acdh-6 C02D5.1	Caenorhabditis elegans	408
Q19375	IWS1_CAEEL	reviewed	IWS1-like protein	iws-1 F13B12.1	Caenorhabditis elegans	511
P34273	IYD1H_CAEEL	reviewed	Iodotyrosine dehalogenase 1 homolog (IYD-1) (EC 1.22.-.-)	sup-18 C02C2.5	Caenorhabditis elegans	325
Q9U308	JAC1_CAEEL	reviewed	Juxtamembrane domain-associated catenin (p120 catenin homolog)	jac-1 Y105C5B.21	Caenorhabditis elegans	1254
Q9XUU9	JAGN_CAEEL	reviewed	Protein jagunal homolog	K05C4.2	Caenorhabditis elegans	189
Q95Q98	JHD1_CAEEL	reviewed	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) ([Histone-H3]-lysine-36 demethylase 1)	jhdm-1 T26A5.5	Caenorhabditis elegans	1076
P34609	JIP_CAEEL	reviewed	JNK-interacting protein (JIP) (JNK MAP kinase scaffold protein) (Uncoordinated protein 16)	unc-16 ZK1098.10	Caenorhabditis elegans	1157
G5EDT6	JKK1_CAEEL	reviewed	Dual specificity mitogen-activated protein kinase kinase jkk-1 (MAP kinase kinase jkk-1) (EC 2.7.12.2) (JNK-1 activator kinase) (JNK kinase)	jkk-1 F35C8.3	Caenorhabditis elegans	435
Q9GYI4	JMJD6_CAEEL	reviewed	Bifunctional arginine demethylase and lysyl-hydroxylase psr-1 (EC 1.14.11.-) (Phosphatidylserine receptor 1)	psr-1 F29B9.4	Caenorhabditis elegans	400
Q8WQG9	JNK1_CAEEL	reviewed	Stress-activated protein kinase jnk-1 (EC 2.7.11.24)	jnk-1 B0478.1	Caenorhabditis elegans	463
G5ECU7	JUN_CAEEL	reviewed	Transcription factor jun-1	jun-1 T24H10.7	Caenorhabditis elegans	319
Q20140	KAD1_CAEEL	reviewed	Adenylate kinase isoenzyme 1 (AK 1) (EC 2.7.4.3) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	F38B2.4	Caenorhabditis elegans	210
P34346	KAD2_CAEEL	reviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase) (Lethal protein 754)	let-754 C29E4.8	Caenorhabditis elegans	251
Q09527	KAD6_CAEEL	reviewed	Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Adrenal gland protein AD-004 like protein) (ADLP) (Dual activity adenylate kinase/ATPase) (AK/ATPase)	E02H1.6	Caenorhabditis elegans	182
Q09629	KADY_CAEEL	reviewed	Probable adenylate kinase isoenzyme ZK673.2 (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	ZK673.2	Caenorhabditis elegans	222
P21137	KAPC1_CAEEL	reviewed	cAMP-dependent protein kinase catalytic subunit (PKA C) (EC 2.7.11.11)	kin-1 ZK909.2	Caenorhabditis elegans	404
Q7JP68	KAPC2_CAEEL	reviewed	cAMP-dependent protein kinase, catalytic subunit-like (EC 2.7.11.11)	F47F2.1	Caenorhabditis elegans	398
P30625	KAPR_CAEEL	reviewed	cAMP-dependent protein kinase regulatory subunit	kin-2 kin-a R07E4.6	Caenorhabditis elegans	366
Q10454	KARG1_CAEEL	reviewed	Probable arginine kinase F46H5.3 (AK) (EC 2.7.3.3)	F46H5.3	Caenorhabditis elegans	396
Q27535	KARG2_CAEEL	reviewed	Probable arginine kinase ZC434.8 (AK) (EC 2.7.3.3)	ZC434.8	Caenorhabditis elegans	360
O45406	KBP3_CAEEL	reviewed	Kinetochore-binding protein 3	kbp-3 F26H11.1	Caenorhabditis elegans	134
Q19143	KBRAS_CAEEL	reviewed	NF-kappa-B inhibitor-interacting Ras-like protein (Kappa B-Ras) (KappaB-Ras)	F52A8.6	Caenorhabditis elegans	199
P42168	KC1A_CAEEL	reviewed	Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)	kin-19 C03C10.1	Caenorhabditis elegans	341
Q8WQ99	KC1G_CAEEL	reviewed	Casein kinase I gamma (CKI-gamma) (EC 2.7.11.1)	csnk-1 Y106G6E.6	Caenorhabditis elegans	407
O62305	KCC2D_CAEEL	reviewed	Calcium/calmodulin-dependent protein kinase type II (CaM kinase II) (EC 2.7.11.17) (Uncoordinated protein 43)	unc-43 K11E8.1	Caenorhabditis elegans	720
Q09573	KCC3_CAEEL	reviewed	Sodium/chloride cotransporter 3	kcc-3 K02A2.3	Caenorhabditis elegans	1020
G5EFC3	KCNAG_CAEEL	reviewed	Potassium voltage-gated channel protein egl-36 (Egg-laying defective protein 36)	egl-36 R07A4.1	Caenorhabditis elegans	558
Q11122	KCNL3_CAEEL	reviewed	Small conductance calcium-activated potassium channel-like protein 3	kcnl-3 C03F11.1	Caenorhabditis elegans	692
Q8I4B0	KCNSK_CAEEL	reviewed	Potassium voltage-gated channel protein shk-1	shk-1 ZK1321.2	Caenorhabditis elegans	536
O17622	KCY1_CAEEL	reviewed	UMP-CMP kinase 1 (EC 2.7.4.14) (Deoxycytidylate kinase 1) (CK 1) (dCMP kinase 1) (Uridine monophosphate/cytidine monophosphate kinase 1) (UMP/CMP kinase 1) (UMP/CMPK 1)	C29F7.3	Caenorhabditis elegans	191
Q20230	KCY2_CAEEL	reviewed	UMP-CMP kinase 2 (EC 2.7.4.14) (Deoxycytidylate kinase 2) (CK 2) (dCMP kinase 2) (Uridine monophosphate/cytidine monophosphate kinase 2) (UMP/CMP kinase 2) (UMP/CMPK 2)	F40F8.1	Caenorhabditis elegans	191
Q9U297	KDM4_CAEEL	reviewed	Lysine-specific demethylase 4 (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 2) (ceJMJD2)	jmjd-2 Y48B6A.11	Caenorhabditis elegans	922
Q23541	KDM5_CAEEL	reviewed	Lysine-specific demethylase rbr-2 (Histone demethylase rbr-2) (EC 1.14.11.-) (Jumonji/ARID domain-containing protein rbr-2)	rbr-2 ZK593.4	Caenorhabditis elegans	1477
Q9GYI0	KDM7_CAEEL	reviewed	Lysine-specific demethylase 7 homolog (ceKDM7A) (EC 1.14.11.-) (JmjC domain-containing protein 1.2) (PHD finger protein 8 homolog) (PHF8 homolog)	jmjd-1.2 F29B9.2	Caenorhabditis elegans	910
P34569	KEL10_CAEEL	reviewed	Kelch repeat-containing protein kel-10	kel-10 T16H12.6	Caenorhabditis elegans	579
O44408	KGB1_CAEEL	reviewed	GLH-binding kinase 1 (EC 2.7.11.24)	kgb-1 T07A9.3	Caenorhabditis elegans	390
Q21441	KI26L_CAEEL	reviewed	Kinesin-like protein vab-8 (Variable abnormal morphology protein 8)	vab-8 K12F2.2	Caenorhabditis elegans	1066
P34892	KIN16_CAEEL	reviewed	Receptor-like tyrosine-protein kinase kin-16 (EC 2.7.10.1)	kin-16 M176.7	Caenorhabditis elegans	495
Q21017	KIN29_CAEEL	reviewed	Serine/threonine-protein kinase kin-29 (EC 2.7.11.1)	kin-29 sma-11 F58H12.1	Caenorhabditis elegans	822
Q20471	KIN20_CAEEL	reviewed	Casein kinase I isoform delta (EC 2.7.11.1) (Protein kinase 20)	kin-20 F46F2.2	Caenorhabditis elegans	497
P34540	KINH_CAEEL	reviewed	Kinesin heavy chain (Uncoordinated protein 116) (Protein unc-116)	unc-116 khc-1 R05D3.7	Caenorhabditis elegans	815
P34891	KIN15_CAEEL	reviewed	Receptor-like tyrosine-protein kinase kin-15 (EC 2.7.10.1)	kin-15 M176.6	Caenorhabditis elegans	488
P34265	KIN31_CAEEL	reviewed	Probable tyrosine-protein kinase kin-31 (EC 2.7.10.2)	kin-31 B0523.1	Caenorhabditis elegans	437
P46822	KLC_CAEEL	reviewed	Kinesin light chain (KLC)	klc-2 C18C4.10	Caenorhabditis elegans	540
P34341	KLE2_CAEEL	reviewed	Kleisin, abnormal closure, protein 2	kle-2 C29E4.2	Caenorhabditis elegans	821
G5ED84	KLHL8_CAEEL	reviewed	Kelch-like protein 8	kel-8 W02G9.2	Caenorhabditis elegans	690
P45962	KLP3_CAEEL	reviewed	Kinesin-like protein klp-3	klp-3 T09A5.2	Caenorhabditis elegans	598
Q21795	KMO_CAEEL	reviewed	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase)	kmo-1 R07B7.5	Caenorhabditis elegans	461
P34278	KNL1_CAEEL	reviewed	Kinetochore null protein 1	knl-1 C02F5.1	Caenorhabditis elegans	1010
P34885	KPC1B_CAEEL	reviewed	Protein kinase C-like 1B (PKC1B) (EC 2.7.11.13)	pkc-1 kin-13 pkc-1b ttx-4 F57F5.5	Caenorhabditis elegans	707
P34722	KPC1_CAEEL	reviewed	Protein kinase C-like 1 (PKC) (EC 2.7.11.13) (Tetradecanoyl phorbol acetate-resistant protein 1)	tpa-1 B0545.1	Caenorhabditis elegans	704
P34335	KPBA_CAEEL	reviewed	Probable phosphorylase b kinase regulatory subunit alpha (Phosphorylase kinase subunit alpha)	C14B9.8	Caenorhabditis elegans	1226
P90980	KPC2_CAEEL	reviewed	Protein kinase C-like 2 (PKC2) (EC 2.7.11.13)	pkc-2 kin-11 E01H11.1	Caenorhabditis elegans	682
Q19266	KPC3_CAEEL	reviewed	Protein kinase C-like 3 (EC 2.7.11.13) (Atypical protein kinase C-3) (aPKC3)	pkc-3 aPKC F09E5.1	Caenorhabditis elegans	597
Q07292	KRAF1_CAEEL	reviewed	Raf homolog serine/threonine-protein kinase (EC 2.7.11.1) (Abnormal cell lineage protein 45)	lin-45 raf-1 Y73B6A.5	Caenorhabditis elegans	813
Q21734	KS6A1_CAEEL	reviewed	Putative ribosomal protein S6 kinase alpha-1 (EC 2.7.11.1)	rskn-1 T01H8.1	Caenorhabditis elegans	784
Q18846	KS6A2_CAEEL	reviewed	Putative ribosomal protein S6 kinase alpha-2 (EC 2.7.11.1) (Ribosomal protein S6 kinase alpha-5 homolog)	rskn-2 C54G4.1	Caenorhabditis elegans	772
Q22018	KTHY_CAEEL	reviewed	Probable thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	R53.2	Caenorhabditis elegans	218
P34808	KTNA1_CAEEL	reviewed	Meiotic spindle formation protein mei-1 (EC 3.6.4.3) (Katanin p60 ATPase-containing subunit A1) (Katanin p60 subunit A1) (p60 katanin)	mei-1 T01G9.5	Caenorhabditis elegans	472
P34705	KUP1_CAEEL	reviewed	Protein kup-1	kup-1 F10C2.2	Caenorhabditis elegans	385
Q18026	KYNU_CAEEL	reviewed	Kynureninase (EC 3.7.1.3) (Abnormal fluorescence under UV illumination) (L-kynurenine hydrolase)	flu-2 C15H9.7	Caenorhabditis elegans	478
Q9N4Z0	L2HDH_CAEEL	reviewed	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2)	Y45G12B.3	Caenorhabditis elegans	433
Q95XZ6	LAAT1_CAEEL	reviewed	Lysosomal amino acid transporter 1	laat-1 Y43H11AL.2	Caenorhabditis elegans	311
Q95Q18	LACB2_CAEEL	reviewed	Beta-lactamase-like protein 2 homolog (EC 3.-.-.-)	Y53F4B.39	Caenorhabditis elegans	295
Q09621	LACT2_CAEEL	reviewed	Beta-lactamase domain-containing protein 2	lact-2 ZK945.1	Caenorhabditis elegans	473
P45442	LAG2_CAEEL	reviewed	Protein lag-2 (Lethal protein 461)	lag-2 let-461 Y73C8B.4	Caenorhabditis elegans	402
Q09260	LAG3_CAEEL	reviewed	Protein lag-3 (Abnormal cell lineage protein 3) (Abnormal germline proliferation protein 3)	sel-8 lag-3 C32A3.1	Caenorhabditis elegans	490
