Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q07892	ECLH_DROME	reviewed	Eclosion hormone (EH) (Ecdysis activator)	Eh CG5400	Drosophila melanogaster (Fruit fly)	97
Q9V677	ECM29_DROME	reviewed	Proteasome-associated protein ECM29 homolog	CG8858	Drosophila melanogaster (Fruit fly)	1890
Q9VS50	ECO_DROME	reviewed	N-acetyltransferase eco (EC 2.3.1.-) (Establishment of cohesion 1 homolog) (ECO1 homolog)	eco CG8598	Drosophila melanogaster (Fruit fly)	1052
P34021	ECR_DROME	reviewed	Ecdysone receptor (20-hydroxy-ecdysone receptor) (20E receptor) (EcRH) (Ecdysteroid receptor) (Nuclear receptor subfamily 1 group H member 1)	EcR NR1H1 CG1765	Drosophila melanogaster (Fruit fly)	878
Q9U6M0	ECSIT_DROME	reviewed	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	ECSIT CG10610	Drosophila melanogaster (Fruit fly)	409
Q9VVI2	EDC3_DROME	reviewed	Enhancer of mRNA-decapping protein 3	Edc3 CG6311	Drosophila melanogaster (Fruit fly)	680
Q9VKK1	EDC4_DROME	reviewed	Enhancer of mRNA-decapping protein 4 homolog	Ge-1 CG6181	Drosophila melanogaster (Fruit fly)	1354
P08736	EF1A1_DROME	reviewed	Elongation factor 1-alpha 1 (EF-1-alpha-1) (50 kDa female-specific protein)	Ef1alpha48D EF1B F1 CG8280	Drosophila melanogaster (Fruit fly)	463
P05303	EF1A2_DROME	reviewed	Elongation factor 1-alpha 2 (EF-1-alpha-2)	Ef1alpha100E EF1a F2 CG1873	Drosophila melanogaster (Fruit fly)	462
O96827	EF1B_DROME	reviewed	Probable elongation factor 1-beta (EF-1-beta)	Ef1beta CG6341	Drosophila melanogaster (Fruit fly)	222
Q9VL18	EF1D_DROME	reviewed	Probable elongation factor 1-delta (EF-1-delta)	eEF1delta CG4912	Drosophila melanogaster (Fruit fly)	256
Q9NJH0	EF1G_DROME	reviewed	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	Ef1gamma Ef1g CG11901	Drosophila melanogaster (Fruit fly)	431
P13060	EF2_DROME	reviewed	Elongation factor 2 (EF-2)	EF2 Ef2b CG2238	Drosophila melanogaster (Fruit fly)	844
Q9VM33	EFGM_DROME	reviewed	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (dEF-G1) (Protein iconoclast)	ico CG4567	Drosophila melanogaster (Fruit fly)	745
Q9VJ26	EFHD2_DROME	reviewed	EF-hand domain-containing protein D2 homolog (Swiprosin-1 homolog)	Swip-1 CG10641	Drosophila melanogaster (Fruit fly)	217
Q9VMH7	EFM5_DROME	reviewed	Protein-lysine N-methyltransferase CG9154 (EC 2.1.1.-)	CG9154	Drosophila melanogaster (Fruit fly)	223
Q8IGJ0	EFR3_DROME	reviewed	Protein EFR3 homolog cmp44E (Conserved membrane protein at 44E) (Protein stambha A)	stmA cmp44E CG8739	Drosophila melanogaster (Fruit fly)	834
Q9VJC7	EFTS_DROME	reviewed	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)	CG6412	Drosophila melanogaster (Fruit fly)	318
P04412	EGFR_DROME	reviewed	Epidermal growth factor receptor (Egfr) (EC 2.7.10.1) (Drosophila relative of ERBB) (Gurken receptor) (Protein torpedo)	Egfr c-erbB DER top CG10079	Drosophila melanogaster (Fruit fly)	1426
O01346	EGH_DROME	reviewed	Beta-1,4-mannosyltransferase egh (EC 2.4.1.-) (Protein egghead) (Protein zeste-white 4)	egh l(1)3Ae zw4 CG9659	Drosophila melanogaster (Fruit fly)	457
P15370	EGON_DROME	reviewed	Protein embryonic gonad (Nuclear receptor subfamily 0 group A member 3) (Protein eagle) (Protein spready)	eg egon NR0A3 spry CG7383	Drosophila melanogaster (Fruit fly)	373
Q9VCK0	EI3D1_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit D-1 (eIF3d-1) (Eukaryotic translation initiation factor 3 subunit 7-1) (Eukaryotic translation initiation factor 3 subunit p66)	eIF-3p66 CG10161	Drosophila melanogaster (Fruit fly)	560
Q9VGC7	EI3D2_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit D-2 (eIF3d-2) (Eukaryotic translation initiation factor 3 subunit 7-2)	eIF3-S7-2 CG4810	Drosophila melanogaster (Fruit fly)	551
Q9VN50	EI3F1_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit F-1 (eIF3f-1) (Eukaryotic translation initiation factor 3 subunit 5-1)	eIF3-S5-1 CG9769	Drosophila melanogaster (Fruit fly)	280
A1Z6K7	EI3F2_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit F-2 (eIF3f-2) (Eukaryotic translation initiation factor 3 subunit 5-2)	eIF3-S5-2 CG8335	Drosophila melanogaster (Fruit fly)	285
Q9W4X7	EI3G1_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit G-1 (eIF3g-1) (Eukaryotic translation initiation factor 3 RNA-binding subunit 1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1)	eIF3-S4-1 CG8636	Drosophila melanogaster (Fruit fly)	269
Q9VDM6	EI3G2_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit G-2 (eIF3g-2) (Eukaryotic translation initiation factor 3 RNA-binding subunit 2) (eIF-3 RNA-binding subunit 2) (Eukaryotic translation initiation factor 3 subunit 4-2)	eIF3-S4-2 CG10881	Drosophila melanogaster (Fruit fly)	273
Q8IQ13	EIF1A_DROME	reviewed	Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein)	CG31957	Drosophila melanogaster (Fruit fly)	159
Q9VNX8	EIF2A_DROME	reviewed	Eukaryotic translation initiation factor 2A (eIF-2A)	CG7414	Drosophila melanogaster (Fruit fly)	638
Q9VN25	EIF3A_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10)	eIF3-S10 CG9805	Drosophila melanogaster (Fruit fly)	1140
Q0E940	EIF3B_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9)	eIF3-S9 CG4878	Drosophila melanogaster (Fruit fly)	690
A1ZAX1	EIF3C_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)	eIF3-S8 CG4954	Drosophila melanogaster (Fruit fly)	910
O77410	EIF3E_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6)	eIF3-S6 Int6 CG9677	Drosophila melanogaster (Fruit fly)	435
Q9U9Q4	EIF3H_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3)	eIF-3p40 eif3-S3 Dmel_CG9124	Drosophila melanogaster (Fruit fly)	338
O02195	EIF3I_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog) (eIF-3-beta)	Trip1 DmTRIP eif3-S2 CG8882	Drosophila melanogaster (Fruit fly)	326
Q7K550	EIF3J_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit J (eIF3j)	Adam CG12131	Drosophila melanogaster (Fruit fly)	236
Q9W2D9	EIF3K_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25)	CG10306	Drosophila melanogaster (Fruit fly)	222
Q9VTU4	EIF3L_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit L (eIF3l)	CG5642	Drosophila melanogaster (Fruit fly)	539
Q7JVI3	EIF3M_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (Transport and Golgi organization protein 7) (Tango-7)	Tango7 CG8309	Drosophila melanogaster (Fruit fly)	387
P16914	ELAV_DROME	reviewed	Protein elav (Embryonic lethal abnormal visual protein)	elav CG4262	Drosophila melanogaster (Fruit fly)	483
Q9VJS8	ELBOW_DROME	reviewed	Zinc finger protein Elbow	elB CG4220	Drosophila melanogaster (Fruit fly)	553
P13002	ELF1_DROME	reviewed	Protein grainyhead (DNA-binding protein ELF-1) (Element I-binding activity) (Protein grainy-head) (Transcription factor NTF-1)	grh elf1 CG5058	Drosophila melanogaster (Fruit fly)	1333
Q04688	ELG_DROME	reviewed	DNA-binding protein Ets97D (D-elg)	Ets97D elg CG6338	Drosophila melanogaster (Fruit fly)	464
Q9VW51	ELL_DROME	reviewed	RNA polymerase II elongation factor Ell (dELL)	Ell Su(Tpl) CG32217	Drosophila melanogaster (Fruit fly)	1059
Q9VCP0	ELOA1_DROME	reviewed	Transcription elongation factor B polypeptide 3 (Elongin-A) (RNA polymerase II transcription factor SIII subunit A) (dEloA)	EloA CG6755	Drosophila melanogaster (Fruit fly)	643
Q8MQI6	ELOF1_DROME	reviewed	Transcription elongation factor 1 homolog	CG40228	Drosophila melanogaster (Fruit fly)	82
Q7K4B3	ELP2_DROME	reviewed	Probable elongator complex protein 2 (ELP2) (Stat3-interacting protein homolog)	Elp2 StIP CG11887	Drosophila melanogaster (Fruit fly)	794
Q9VGK7	ELP1_DROME	reviewed	Putative elongator complex protein 1 (ELP1)	Elp1 CG10535	Drosophila melanogaster (Fruit fly)	1252
Q9VQZ6	ELP3_DROME	reviewed	Probable elongator complex protein 3 (EC 2.3.1.48)	Elp3 CG15433	Drosophila melanogaster (Fruit fly)	552
Q9VMQ7	ELP4_DROME	reviewed	Putative elongator complex protein 4 (ELP4)	CG6907	Drosophila melanogaster (Fruit fly)	437
Q9VWE6	ELYS_DROME	reviewed	Protein ELYS homolog	CG14215	Drosophila melanogaster (Fruit fly)	2111
Q9VUI3	EMAL_DROME	reviewed	Echinoderm microtubule-associated protein-like CG42247	DCX-EMAP CG42247	Drosophila melanogaster (Fruit fly)	1076
Q9W1Y1	EMC89_DROME	reviewed	ER membrane protein complex subunit 8/9 homolog	CG3501	Drosophila melanogaster (Fruit fly)	203
P18491	EMC_DROME	reviewed	Protein extra-macrochaetae	emc CG1007	Drosophila melanogaster (Fruit fly)	199
Q7JX57	EMRE_DROME	reviewed	Protein EMRE homolog, mitochondrial	CG17680	Drosophila melanogaster (Fruit fly)	97
P18488	EMS_DROME	reviewed	Homeotic protein empty spiracles	ems E4 CG2988	Drosophila melanogaster (Fruit fly)	497
Q8T4F7	ENA_DROME	reviewed	Protein enabled	ena enb CG15112	Drosophila melanogaster (Fruit fly)	980
Q8MSX1	ENC_DROME	reviewed	Protein encore	enc CG10847	Drosophila melanogaster (Fruit fly)	1818
Q9VZ49	ENDOU_DROME	reviewed	Poly(U)-specific endoribonuclease homolog (EC 3.1.-.-) (Protein endoU) (Uridylate-specific endoribonuclease homolog)	CG2145	Drosophila melanogaster (Fruit fly)	592
Q9VN95	ENOPH_DROME	reviewed	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	CG12173	Drosophila melanogaster (Fruit fly)	256
P15007	ENO_DROME	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	Eno CG17654	Drosophila melanogaster (Fruit fly)	500
P10403	ENV1_DROME	reviewed	Retrovirus-related Env polyprotein from transposon gypsy	env	Drosophila melanogaster (Fruit fly)	509
P04283	ENV17_DROME	reviewed	Retrovirus-related Env polyprotein from copia-like transposable element 17.6	env	Drosophila melanogaster (Fruit fly)	456
P20829	ENV2_DROME	reviewed	Retrovirus-related Env polyprotein from transposon 297	env	Drosophila melanogaster (Fruit fly)	471
Q9VI60	ENY2B_DROME	reviewed	Enhancer of yellow 2b transcription factor (Testis-specific e(y)2 paralog)	e(y)2b CG14612	Drosophila melanogaster (Fruit fly)	95
Q9VYX1	ENY2_DROME	reviewed	Enhancer of yellow 2 transcription factor	e(y)2 ENY2 CG15191	Drosophila melanogaster (Fruit fly)	101
Q9VQB7	EOGT_DROME	reviewed	EGF domain-specific O-linked N-acetylglucosamine transferase (EC 2.4.1.255) (Extracellular O-linked N-acetylglucosamine transferase)	Eogt CG9867	Drosophila melanogaster (Fruit fly)	520
Q9VE34	EPG5_DROME	reviewed	Ectopic P granules protein 5 homolog	CG14299	Drosophila melanogaster (Fruit fly)	2455
Q02870	ERCC3_DROME	reviewed	DNA excision repair protein haywire (EC 3.6.4.12) (ATP-dependent DNA helicase hay) (ERCC-3 homolog protein) (ERCC3Dm)	hay ERCC3 CG8019	Drosophila melanogaster (Fruit fly)	798
O76767	ERD2_DROME	reviewed	ER lumen protein-retaining receptor	KdelR Erd2 CG5183	Drosophila melanogaster (Fruit fly)	212
Q9VPH7	ERF1_DROME	reviewed	Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1)	eRF1 CG5605	Drosophila melanogaster (Fruit fly)	438
P40417	ERKA_DROME	reviewed	Mitogen-activated protein kinase ERK-A (EC 2.7.11.24) (Extracellular-regulated kinase A) (Protein rolled)	rl ERKa CG12559	Drosophila melanogaster (Fruit fly)	376
Q9V3A6	ERO1L_DROME	reviewed	Ero1-like protein (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductin-1-like protein)	Ero1L CG1333	Drosophila melanogaster (Fruit fly)	483
Q24337	ER_DROME	reviewed	Protein enhancer of rudimentary	e(r) CG1871	Drosophila melanogaster (Fruit fly)	104
P25932	ESCA_DROME	reviewed	Protein escargot (Protein fleabag)	esg flg CG3758	Drosophila melanogaster (Fruit fly)	470
Q24338	ESC_DROME	reviewed	Polycomb protein esc (Protein extra sex combs)	esc CG14941	Drosophila melanogaster (Fruit fly)	425
O97177	ESM2_DROME	reviewed	Enhancer of split M2 protein (E(spl)m2)	m2 CG6104	Drosophila melanogaster (Fruit fly)	218
O97176	ESM1_DROME	reviewed	Enhancer of split M1 protein (E(spl)m1) (Kazal-type protease inhibitor m1)	Kaz-m1 m1 CG8342	Drosophila melanogaster (Fruit fly)	156
P13095	ESM4_DROME	reviewed	Enhancer of split m4 protein (E(spl)m4)	m4 CG6099	Drosophila melanogaster (Fruit fly)	152
Q01068	ESM3_DROME	reviewed	Enhancer of split m3 protein (E(spl)m3) (HLH-m3)	HLHm3 CG8346	Drosophila melanogaster (Fruit fly)	224
P13096	ESM5_DROME	reviewed	Enhancer of split m5 protein (E(spl)m5)	HLHm5 CG6096	Drosophila melanogaster (Fruit fly)	178
O97179	ESM6_DROME	reviewed	Enhancer of split m6 protein (E(spl)m6)	m6 CG8354	Drosophila melanogaster (Fruit fly)	70
O97178	ESMA_DROME	reviewed	Enhancer of split malpha protein (E(spl)malpha)	malpha CG8337	Drosophila melanogaster (Fruit fly)	138
P13098	ESM8_DROME	reviewed	Enhancer of split m8 protein (E(spl)m8)	E(spl) m8 CG8365	Drosophila melanogaster (Fruit fly)	179
Q01071	ESMD_DROME	reviewed	Enhancer of split mdelta protein (E(spl)mdelta) (HLH-mdelta) (Split locus enhancer protein mC)	HLHmdelta CG8328	Drosophila melanogaster (Fruit fly)	173
Q01069	ESMB_DROME	reviewed	Enhancer of split mbeta protein (E(spl)mbeta) (HLH-mbeta) (Split locus enhancer protein mA)	HLHmbeta CG14548	Drosophila melanogaster (Fruit fly)	195
Q9U1I1	ESN_DROME	reviewed	Protein espinas	esn CG43722	Drosophila melanogaster (Fruit fly)	785
P13097	ESM7_DROME	reviewed	Enhancer of split m7 protein (E(spl)m7)	HLHm7 CG8361	Drosophila melanogaster (Fruit fly)	186
Q01070	ESMC_DROME	reviewed	Enhancer of split mgamma protein (E(spl)mgamma) (Split locus enhancer protein mB)	HLHmgamma CG8333	Drosophila melanogaster (Fruit fly)	205
P08171	EST6_DROME	reviewed	Esterase-6 (Est-6) (EC 3.1.1.1) (Carboxylic-ester hydrolase 6) (Carboxylesterase-6)	Est-6 EST6 CG6917	Drosophila melanogaster (Fruit fly)	544
P18167	ESTP_DROME	reviewed	Esterase P (Est-P) (EC 3.1.1.1) (Carboxylic-ester hydrolase P) (Carboxylesterase-P)	Est-P EstP CG17148	Drosophila melanogaster (Fruit fly)	544
P29774	ETS3_DROME	reviewed	DNA-binding protein D-ETS-3	Ets65A ETS3 CG7018	Drosophila melanogaster (Fruit fly)	490
P29776	ETS6_DROME	reviewed	DNA-binding protein D-ETS-6	Ets21C ETS-6 CG2914	Drosophila melanogaster (Fruit fly)	475
P29775	ETS4_DROME	reviewed	DNA-binding protein D-ETS-4	Ets98B ETS-4 CG5583	Drosophila melanogaster (Fruit fly)	518
Q9VSS7	EVG1_DROME	reviewed	UPF0193 protein EVG1 homolog	CG5280	Drosophila melanogaster (Fruit fly)	250
P06602	EVE_DROME	reviewed	Segmentation protein even-skipped	eve CG2328	Drosophila melanogaster (Fruit fly)	376
Q9VYY9	EVI5_DROME	reviewed	Ecotropic viral integration site 5 ortholog	Evi5 CG11727	Drosophila melanogaster (Fruit fly)	807
Q24312	EWG_DROME	reviewed	DNA-binding protein Ewg (Protein erect wing)	ewg CG3114	Drosophila melanogaster (Fruit fly)	733
P40427	EXD_DROME	reviewed	Homeobox protein extradenticle (Dpbx)	exd CG8933	Drosophila melanogaster (Fruit fly)	376
Q24558	EXO1_DROME	reviewed	Exonuclease 1 (EC 3.1.-.-) (Exonuclease I) (Protein tosca)	tos exo1 CG10387	Drosophila melanogaster (Fruit fly)	732
Q9VVG4	EXOC1_DROME	reviewed	Exocyst complex component 1 (Exocyst complex component Sec3)	sec3 CG3885	Drosophila melanogaster (Fruit fly)	889
Q9VNH6	EXOC4_DROME	reviewed	Exocyst complex component 4 (Exocyst complex component Sec8)	sec8 CG2095	Drosophila melanogaster (Fruit fly)	985
Q9VQQ9	EXOC2_DROME	reviewed	Exocyst complex component 2 (Exocyst complex component Sec5)	sec5 CG8843	Drosophila melanogaster (Fruit fly)	894
Q9XTM1	EXOC5_DROME	reviewed	Exocyst complex component 5 (Exocyst complex component Sec10)	sec10 CG6159	Drosophila melanogaster (Fruit fly)	710
Q9V8K2	EXOC3_DROME	reviewed	Exocyst complex component 3 (Exocyst complex component Sec6)	sec6 CG5341	Drosophila melanogaster (Fruit fly)	738
Q9VDE6	EXOC6_DROME	reviewed	Exocyst complex component 6 (Exocyst complex component Sec15)	sec15 CG7034	Drosophila melanogaster (Fruit fly)	766
Q9VSJ8	EXOC7_DROME	reviewed	Exocyst complex component 7 (Exocyst complex component Exo70)	exo70 CG7127	Drosophila melanogaster (Fruit fly)	693
Q07436	EXPA_DROME	reviewed	Protein expanded	ex CG4114	Drosophila melanogaster (Fruit fly)	1427
Q9V730	EXT1_DROME	reviewed	Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225) (Protein tout-velu)	ttv DEXT1 CG10117	Drosophila melanogaster (Fruit fly)	760
Q9Y169	EXT2_DROME	reviewed	Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Protein sister of tout-velu)	Ext2 DEXT2 sotv CG33038	Drosophila melanogaster (Fruit fly)	717
Q9XZ08	EXT3_DROME	reviewed	Exostosin-3 (EC 2.4.1.223) (Protein brother of tout-velu)	botv DEXT3 CG15110	Drosophila melanogaster (Fruit fly)	972
P28750	EXU_DROME	reviewed	Maternal protein exuperantia	exu CG8994	Drosophila melanogaster (Fruit fly)	532
Q05201	EYA_DROME	reviewed	Developmental protein eyes absent (EC 3.1.3.48) (Protein Clift)	eya cli CG9554	Drosophila melanogaster (Fruit fly)	766
A0A1F4	EYS_DROME	reviewed	Protein eyes shut (Protein spacemaker)	eys spam CG33955	Drosophila melanogaster (Fruit fly)	2176
P42124	EZ_DROME	reviewed	Histone-lysine N-methyltransferase E(z) (EC 2.1.1.43) (Lysine N-methyltransferase 6) (Protein enhancer of zeste)	E(z) KMT6 CG6502	Drosophila melanogaster (Fruit fly)	760
C4NYP8	F10A1_DROME	reviewed	Hsc70-interacting protein 1	HIP CG32789	Drosophila melanogaster (Fruit fly)	377
Q86DS1	F10A2_DROME	reviewed	Hsc70-interacting protein 2 (HIP-replacement)	HIP-R CG2947	Drosophila melanogaster (Fruit fly)	377
Q9VWN5	F188A_DROME	reviewed	Protein FAM188A homolog (Protein CARP homolog)	CG7332	Drosophila melanogaster (Fruit fly)	560
Q9VFR1	F206_DROME	reviewed	FAM206 family protein CG9288	CG9288	Drosophila melanogaster (Fruit fly)	214
A4VCL2	FA20C_DROME	reviewed	Extracellular serine/threonine protein CG31145 (EC 2.7.11.1) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK)	CG31145	Drosophila melanogaster (Fruit fly)	980
Q8T3L6	FABD_DROME	reviewed	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Bad egg) ([Acyl-carrier-protein] malonyltransferase)	beg CG7842	Drosophila melanogaster (Fruit fly)	379
Q9U1H8	FACE2_DROME	reviewed	CAAX prenyl protease 2 (EC 3.4.22.-) (Farnesylated proteins-converting enzyme 2) (FACE-2) (Prenyl protein-specific endoprotease 2) (Protein severas)	Sras CG4852	Drosophila melanogaster (Fruit fly)	302
A1ZAI5	FACR1_DROME	reviewed	Putative fatty acyl-CoA reductase CG5065 (EC 1.2.1.n2)	CG5065	Drosophila melanogaster (Fruit fly)	625
A1ZAI3	FACR2_DROME	reviewed	Putative fatty acyl-CoA reductase CG8303 (EC 1.2.1.n2)	CG8303	Drosophila melanogaster (Fruit fly)	620
Q960W6	FACR3_DROME	reviewed	Putative fatty acyl-CoA reductase CG8306 (EC 1.2.1.n2)	CG8306	Drosophila melanogaster (Fruit fly)	516
Q9V3B4	FADD_DROME	reviewed	Fas-associated death domain protein (Death domain-containing adapter protein BG4) (FAS-associating death domain-containing protein) (dFADD)	Fadd BG4 CG12297	Drosophila melanogaster (Fruit fly)	239
P55824	FAF_DROME	reviewed	Probable ubiquitin carboxyl-terminal hydrolase FAF (EC 3.4.19.12) (Protein fat facets) (Ubiquitin thioesterase FAF) (Ubiquitin-specific-processing protease FAF) (Deubiquitinating enzyme FAF)	faf CG1945	Drosophila melanogaster (Fruit fly)	2778
A1ZBW7	FAM21_DROME	reviewed	WASH complex subunit FAM21 homolog	CG16742	Drosophila melanogaster (Fruit fly)	1469
Q9VAY7	FAM50_DROME	reviewed	Protein FAM50 homolog	CG12259	Drosophila melanogaster (Fruit fly)	359
P10674	FAS1_DROME	reviewed	Fasciclin-1 (Fasciclin I) (FAS I) (FCN)	Fas1 CG6588	Drosophila melanogaster (Fruit fly)	652
P34082	FAS2_DROME	reviewed	Fasciclin-2 (Fasciclin II) (FAS II)	Fas2 CG3665	Drosophila melanogaster (Fruit fly)	873
P15278	FAS3_DROME	reviewed	Fasciclin-3 (Fasciclin III) (FAS III)	Fas3 CG5803	Drosophila melanogaster (Fruit fly)	508
Q9VW71	FAT2_DROME	reviewed	Fat-like cadherin-related tumor suppressor homolog (Protein kugelei)	kug fat2 CG7749	Drosophila melanogaster (Fruit fly)	4699
P33450	FAT_DROME	reviewed	Cadherin-related tumor suppressor (Protein fat)	ft CG3352	Drosophila melanogaster (Fruit fly)	5147
Q9VGX3	FAU_DROME	reviewed	Protein anoxia up-regulated	fau CG6544	Drosophila melanogaster (Fruit fly)	619
Q95RI5	FAXC_DROME	reviewed	Failed axon connections	fax CG4609	Drosophila melanogaster (Fruit fly)	418
Q04691	FBP1_DROME	reviewed	Fat-body protein 1 (P1 protein)	Fbp1 P1 CG17285	Drosophila melanogaster (Fruit fly)	1029
P54398	FBP2_DROME	reviewed	Fat body protein 2 (Fat body protein P6)	Fbp2 CG3763	Drosophila melanogaster (Fruit fly)	256
Q9W1V3	FBRL_DROME	reviewed	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase)	Fib CG9888	Drosophila melanogaster (Fruit fly)	344
Q9V6L9	FBSP1_DROME	reviewed	F-box/SPRY domain-containing protein 1 (DFsn)	Fsn CG4643	Drosophila melanogaster (Fruit fly)	255
Q9VZF4	FBXW7_DROME	reviewed	F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7) (Protein archipelago)	ago CG15010	Drosophila melanogaster (Fruit fly)	1326
Q9W1X8	FCL_DROME	reviewed	Probable GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX)	Gmer CG3495	Drosophila melanogaster (Fruit fly)	321
P11450	FCP3C_DROME	reviewed	Follicle cell protein 3C-1	Fcp3C CG4015	Drosophila melanogaster (Fruit fly)	282
Q02360	FD2_DROME	reviewed	Fork head domain-containing protein FD2	fd64A FD2 CG1132	Drosophila melanogaster (Fruit fly)	365
Q02361	FD3_DROME	reviewed	Fork head domain-containing protein FD3	fd59A FD3 CG3668	Drosophila melanogaster (Fruit fly)	456
